user_id,event_date,event_type,session_duration
10,2024-04-10,profile_view,15
11,2024-05-05,video_start,50
11,2024-03-27,video_pause,36
11,2024-01-19,video_start,117
11,2024-03-10,video_start,49
11,2024-07-11,video_pause,75
11,2024-01-27,video_start,70
12,2024-05-06,video_complete,66
12,2024-05-05,video_pause,62
12,2024-04-30,profile_view,25
12,2024-04-17,video_start,69
12,2024-04-29,search,90
12,2024-06-28,search,84
12,2024-04-21,search,43
12,2024-07-10,search,68
12,2024-07-02,profile_view,84
12,2024-05-17,profile_view,62
12,2024-05-21,profile_view,79
12,2024-06-11,profile_view,77
12,2024-04-22,video_pause,21
12,2024-05-02,video_start,63
12,2024-04-30,video_start,36
12,2024-06-23,search,102
12,2024-05-27,search,46
12,2024-06-20,video_start,71
12,2024-07-03,profile_view,85
12,2024-04-28,video_start,56
12,2024-04-24,search,28
12,2024-07-04,video_pause,53
12,2024-05-16,video_start,53
12,2024-05-10,video_start,22
12,2024-06-30,search,47
12,2024-05-30,search,105
12,2024-05-07,search,14
12,2024-06-07,profile_view,40
12,2024-07-01,search,28
12,2024-06-16,profile_view,65
12,2024-04-24,video_start,74
12,2024-05-12,profile_view,110
12,2024-07-12,profile_view,83
13,2024-06-18,video_start,51
13,2023-12-18,video_pause,90
13,2023-04-15,video_start,98
13,2023-07-06,video_start,64
13,2023-04-30,search,64
13,2023-09-16,video_pause,102
13,2024-03-05,video_pause,15
13,2023-10-07,video_pause,103
13,2024-03-09,video_pause,54
13,2024-07-05,video_start,103
13,2024-05-23,video_pause,10
13,2023-11-17,ad_view,35
13,2024-01-12,video_start,97
13,2024-05-29,video_start,40
13,2024-03-08,video_start,32
13,2023-11-20,video_pause,77
13,2023-09-20,ad_view,48
13,2023-12-11,ad_view,65
13,2023-07-15,ad_view,89
14,2024-03-06,video_start,20
14,2024-05-08,ad_view,94
14,2024-03-01,video_pause,19
14,2024-03-28,ad_view,14
14,2024-04-27,ad_view,9
14,2024-06-07,video_pause,42
14,2024-05-27,video_start,81
14,2024-07-13,ad_view,107
14,2024-05-11,search,115
14,2024-02-20,video_start,105
14,2024-07-04,video_pause,91
14,2024-02-23,search,104
14,2024-01-15,video_start,90
14,2024-05-23,search,30
15,2023-11-10,ad_view,34
15,2023-05-27,video_pause,93
15,2023-10-31,ad_view,30
15,2023-05-23,ad_view,50
15,2023-09-26,video_start,78
15,2023-10-22,video_start,115
15,2024-06-11,search,67
15,2024-01-27,video_start,84
15,2024-04-29,ad_view,47
15,2024-06-05,video_pause,81
15,2023-11-27,video_start,72
15,2023-08-15,video_start,59
15,2024-06-25,video_pause,43
15,2023-05-22,search,52
15,2024-07-20,video_start,9
15,2023-09-15,video_pause,80
15,2024-06-11,video_pause,120
15,2024-04-30,search,4
15,2024-06-19,video_pause,16
16,2024-02-22,video_pause,91
16,2023-08-20,video_start,91
16,2024-07-05,video_pause,40
16,2023-05-29,video_pause,83
16,2023-06-18,ad_view,13
16,2024-03-09,video_pause,104
16,2024-05-10,video_start,53
16,2024-03-01,video_pause,24
16,2024-04-01,video_pause,56
16,2023-08-30,ad_view,116
16,2023-03-30,video_start,115
16,2023-12-26,video_start,84
16,2024-04-30,ad_view,38
16,2023-08-07,video_pause,38
16,2024-04-15,ad_view,20
16,2024-02-28,video_start,21
17,2024-03-03,video_complete,104
17,2024-04-17,video_start,90
17,2024-03-17,search,53
17,2024-04-08,video_start,16
17,2024-07-01,search,85
17,2023-11-14,video_pause,54
17,2024-02-29,video_start,79
17,2024-03-05,video_start,40
17,2024-06-21,video_pause,25
17,2024-07-14,profile_view,91
17,2023-11-14,video_complete,60
17,2023-10-31,video_pause,40
17,2023-12-19,video_pause,108
17,2024-03-26,video_start,88
17,2023-11-09,profile_view,117
17,2024-01-11,search,111
17,2023-11-19,video_start,4
17,2024-01-22,video_pause,50
17,2024-03-23,profile_view,35
17,2024-01-12,profile_view,76
17,2024-01-09,video_start,82
17,2024-01-09,video_complete,62
17,2024-04-24,search,56
17,2024-05-15,profile_view,23
17,2024-01-05,profile_view,45
17,2024-02-08,video_complete,69
17,2024-04-25,video_start,73
17,2024-02-17,video_start,107
17,2023-11-14,profile_view,101
17,2024-01-18,profile_view,87
17,2023-10-20,profile_view,102
17,2024-02-07,video_pause,17
17,2024-03-03,video_complete,38
17,2023-10-13,search,55
17,2024-01-10,profile_view,96
17,2024-01-16,video_pause,53
17,2024-01-17,video_complete,104
17,2024-03-13,profile_view,69
17,2024-02-06,video_complete,33
17,2024-01-26,search,48
17,2023-12-03,profile_view,49
17,2024-05-22,profile_view,33
17,2023-10-31,profile_view,56
17,2024-04-14,video_pause,23
17,2024-03-05,video_complete,94
17,2024-07-25,video_complete,50
17,2023-12-19,profile_view,43
17,2024-04-04,video_start,58
17,2024-02-26,video_complete,44
18,2024-06-10,ad_view,21
19,2024-02-02,ad_view,78
19,2023-08-01,search,108
19,2024-02-01,video_start,32
19,2023-12-31,search,104
19,2024-06-20,search,37
19,2023-08-29,video_pause,42
19,2024-01-16,video_start,108
19,2024-05-29,search,52
19,2023-08-30,video_start,34
19,2023-11-04,video_start,103
19,2023-12-21,video_pause,1
19,2023-04-03,ad_view,36
19,2023-05-23,search,28
19,2024-07-05,ad_view,37
19,2024-03-27,search,86
19,2023-09-24,search,56
19,2023-10-31,ad_view,59
19,2023-03-23,search,90
20,2024-04-29,video_start,112
20,2024-04-16,video_start,11
20,2024-01-19,search,117
20,2023-10-20,video_start,4
21,2024-06-28,ad_view,102
21,2024-05-20,video_start,44
21,2024-04-21,search,107
21,2024-04-04,search,56
21,2024-03-18,video_start,84
21,2024-03-25,video_start,70
21,2024-06-18,search,3
22,2023-06-05,search,63
22,2023-12-23,video_pause,73
22,2023-08-31,video_complete,37
22,2023-09-27,video_pause,79
22,2024-05-17,profile_view,67
22,2024-01-28,video_start,114
22,2023-12-08,video_pause,98
22,2023-03-16,video_pause,101
22,2024-04-20,search,110
22,2023-10-19,search,44
22,2024-01-11,video_start,18
22,2023-11-24,video_complete,102
22,2024-05-17,video_start,61
22,2023-08-17,video_pause,103
22,2024-05-28,video_start,39
22,2023-04-02,video_complete,43
22,2023-04-25,video_complete,69
22,2024-01-24,search,55
22,2023-08-22,search,112
22,2024-01-01,profile_view,102
22,2023-05-11,search,98
22,2023-11-09,profile_view,83
22,2023-12-18,profile_view,32
22,2024-04-18,profile_view,112
22,2023-04-21,search,26
22,2024-01-23,profile_view,45
22,2023-10-11,video_start,93
22,2023-05-24,video_start,99
22,2023-05-19,video_complete,57
22,2024-03-19,profile_view,43
22,2023-05-24,profile_view,84
22,2023-09-28,video_start,98
22,2023-12-25,profile_view,111
22,2024-03-10,video_complete,117
22,2024-07-12,search,45
22,2024-03-18,search,7
22,2023-10-06,search,42
22,2024-04-26,video_complete,7
22,2023-09-13,search,28
22,2023-11-13,video_pause,88
22,2023-12-12,video_complete,81
22,2023-11-18,search,66
22,2024-03-19,video_complete,30
22,2023-06-14,profile_view,10
22,2023-07-31,video_complete,29
22,2024-03-12,search,87
22,2024-05-03,video_start,62
22,2023-04-16,search,113
23,2024-03-17,search,39
23,2024-04-26,ad_view,60
23,2024-06-12,search,23
23,2024-05-30,video_pause,50
23,2024-04-17,search,57
23,2024-07-01,ad_view,90
23,2024-02-25,search,105
23,2024-06-20,ad_view,101
24,2024-07-23,ad_view,79
24,2024-01-27,ad_view,84
24,2024-01-19,ad_view,108
24,2024-03-26,ad_view,18
24,2024-04-17,ad_view,109
24,2024-01-06,search,96
24,2024-03-15,ad_view,113
24,2024-06-17,video_start,97
24,2024-06-06,video_pause,61
24,2024-02-26,search,54
24,2024-04-09,search,37
24,2023-11-25,ad_view,112
24,2023-12-27,video_start,111
24,2024-03-20,search,60
24,2024-02-17,video_start,40
24,2024-04-19,search,45
25,2024-05-22,video_start,10
25,2024-05-24,search,99
25,2024-05-10,video_pause,8
25,2024-07-02,video_start,101
25,2024-04-18,video_start,74
25,2024-05-19,video_start,102
25,2024-06-05,ad_view,51
26,2024-05-26,video_pause,31
26,2024-02-05,ad_view,44
26,2024-01-13,ad_view,84
26,2024-04-13,ad_view,32
26,2024-03-03,video_pause,117
26,2023-12-21,video_pause,53
26,2024-04-17,video_start,81
26,2023-09-16,video_start,34
26,2024-05-05,video_start,110
26,2024-06-28,video_start,9
26,2023-10-10,video_pause,105
26,2024-02-14,ad_view,106
27,2024-04-02,video_start,77
27,2024-07-20,search,107
27,2024-06-02,video_start,12
27,2024-04-09,ad_view,65
27,2024-05-08,search,101
27,2024-05-23,search,55
27,2024-04-02,ad_view,94
27,2024-05-31,search,58
27,2024-06-30,video_start,66
27,2024-06-26,search,86
27,2024-03-14,ad_view,93
27,2024-07-10,search,52
27,2024-06-20,video_pause,91
27,2024-03-18,ad_view,92
28,2024-02-17,search,44
28,2024-06-15,profile_view,48
28,2023-08-21,profile_view,83
28,2024-06-24,video_start,36
28,2023-11-05,video_complete,89
28,2023-12-09,video_start,94
28,2023-11-13,profile_view,91
28,2023-11-16,search,55
28,2024-01-06,video_start,41
28,2024-01-02,search,88
28,2023-12-14,profile_view,69
28,2024-03-16,video_complete,118
28,2023-10-31,video_start,33
29,2024-02-16,video_start,28
29,2023-05-19,search,49
30,2024-05-25,search,40
30,2024-07-01,video_complete,28
30,2024-03-31,video_pause,59
30,2024-07-14,video_pause,22
30,2024-05-13,search,39
30,2024-05-24,video_complete,1
30,2024-04-25,video_pause,78
31,2024-04-07,video_start,3
31,2024-07-16,video_pause,118
31,2024-03-23,search,83
31,2024-03-23,ad_view,11
31,2024-06-11,search,53
31,2024-04-14,search,62
31,2024-04-12,video_start,27
31,2024-02-18,video_pause,118
31,2024-04-28,video_start,65
32,2023-09-19,video_pause,46
32,2024-06-04,ad_view,26
32,2024-01-29,search,99
32,2024-02-24,video_start,45
32,2023-12-31,ad_view,82
32,2023-12-09,video_start,63
32,2024-06-22,ad_view,44
33,2024-07-22,video_start,104
33,2024-07-21,ad_view,91
33,2024-07-24,video_start,118
33,2024-07-08,search,43
33,2024-07-14,video_start,49
33,2024-07-17,ad_view,98
33,2024-07-22,video_pause,28
33,2024-07-20,video_pause,110
33,2024-07-06,video_pause,40
33,2024-07-20,video_start,71
33,2024-07-25,video_start,94
33,2024-07-04,video_pause,69
33,2024-07-05,ad_view,111
33,2024-07-15,video_pause,34
33,2024-07-07,video_pause,40
33,2024-07-08,video_start,89
33,2024-07-22,ad_view,74
33,2024-07-17,video_pause,98
33,2024-07-04,video_start,23
33,2024-07-05,ad_view,20
34,2024-02-03,ad_view,12
34,2023-12-11,ad_view,93
34,2024-05-20,video_start,26
34,2024-03-03,video_start,43
34,2024-04-27,ad_view,26
34,2023-11-24,video_start,42
34,2024-02-19,video_start,25
34,2023-11-27,ad_view,38
34,2023-11-02,search,57
34,2023-12-12,video_start,115
34,2023-11-21,search,47
34,2024-03-31,ad_view,41
34,2024-06-17,search,95
34,2024-06-05,video_pause,96
34,2024-04-01,ad_view,114
34,2024-03-31,video_start,101
35,2023-07-11,profile_view,76
35,2023-04-14,video_complete,53
35,2023-10-04,video_pause,20
35,2023-03-01,search,40
35,2023-03-29,profile_view,118
35,2023-04-19,video_start,54
35,2023-04-21,search,83
35,2024-01-28,profile_view,12
35,2023-01-21,video_start,115
35,2024-06-26,video_complete,21
35,2023-09-17,video_complete,103
35,2023-05-10,search,69
35,2023-05-28,search,106
35,2024-06-02,video_complete,20
35,2023-03-30,search,46
35,2024-02-19,video_complete,84
35,2024-01-29,profile_view,73
35,2024-01-29,video_complete,4
35,2024-06-28,video_complete,81
35,2023-10-08,search,74
35,2023-04-02,video_start,2
35,2023-12-23,profile_view,30
35,2023-05-26,video_pause,64
35,2023-05-16,video_complete,71
35,2024-04-14,video_start,91
35,2023-07-29,video_complete,19
35,2023-02-04,video_start,83
35,2024-04-22,video_pause,72
35,2023-12-17,profile_view,64
35,2023-05-15,video_pause,104
35,2023-07-18,profile_view,60
35,2023-05-09,video_complete,79
35,2023-12-28,video_start,38
35,2023-12-12,video_complete,116
35,2023-02-18,video_pause,87
35,2024-06-11,video_start,91
35,2023-06-03,profile_view,52
35,2023-01-20,search,6
35,2023-10-25,profile_view,4
35,2023-06-30,video_complete,34
36,2024-02-01,video_pause,109
36,2023-12-02,search,34
36,2024-02-17,search,89
36,2024-05-07,video_pause,6
36,2024-07-03,profile_view,3
37,2024-06-08,profile_view,94
37,2024-07-10,profile_view,43
37,2024-06-30,search,89
37,2024-06-19,video_complete,5
37,2024-06-09,search,43
37,2024-07-13,video_pause,56
37,2024-07-24,video_complete,29
37,2024-07-05,profile_view,63
37,2024-07-06,profile_view,119
37,2024-07-05,search,94
37,2024-06-27,video_pause,55
37,2024-07-17,profile_view,80
37,2024-06-18,video_start,27
37,2024-06-27,video_start,54
37,2024-07-14,video_complete,114
37,2024-06-11,profile_view,3
37,2024-06-08,video_start,103
37,2024-07-19,video_complete,72
37,2024-06-27,video_start,119
37,2024-06-20,search,107
37,2024-07-10,video_pause,86
38,2024-02-07,video_start,28
38,2024-05-27,video_start,27
38,2024-04-11,video_start,98
38,2024-07-20,ad_view,110
38,2024-05-30,ad_view,94
38,2024-03-20,video_pause,92
38,2024-06-11,ad_view,40
38,2024-02-05,video_start,34
38,2024-05-14,video_start,47
38,2024-03-17,ad_view,57
38,2024-02-19,video_pause,76
38,2024-04-18,video_start,95
38,2024-05-01,search,28
38,2024-06-29,video_start,105
38,2024-06-10,ad_view,94
39,2023-12-30,search,64
39,2023-11-30,ad_view,111
39,2024-04-06,search,105
39,2024-05-06,search,107
39,2024-06-19,ad_view,49
39,2024-05-22,video_pause,76
39,2024-07-13,video_pause,48
39,2024-06-13,video_pause,112
40,2024-05-20,video_pause,92
40,2024-05-23,video_start,98
40,2024-07-20,video_start,68
40,2024-03-02,video_pause,32
40,2024-04-11,video_pause,6
40,2024-04-27,ad_view,55
41,2024-02-03,search,63
41,2024-03-31,search,65
41,2023-09-13,search,36
41,2024-02-16,video_pause,62
41,2024-01-19,ad_view,74
41,2024-02-17,search,43
41,2023-11-18,video_start,30
41,2024-03-04,video_pause,11
41,2024-05-05,ad_view,115
41,2024-02-27,ad_view,77
41,2024-07-21,video_pause,119
41,2024-05-18,search,36
41,2024-06-05,search,36
41,2023-10-18,video_start,91
41,2024-07-25,ad_view,68
41,2024-03-19,video_pause,55
41,2024-04-18,ad_view,98
41,2023-11-04,video_start,102
42,2024-07-14,search,33
42,2024-06-23,video_pause,35
42,2024-07-03,ad_view,101
42,2024-06-21,video_start,99
42,2024-06-26,search,40
42,2024-05-26,search,57
42,2024-07-18,search,31
42,2024-05-13,video_start,73
42,2024-06-07,ad_view,95
42,2024-07-15,video_pause,8
42,2024-05-26,search,101
42,2024-06-05,video_start,11
42,2024-06-22,search,84
42,2024-05-31,video_pause,119
42,2024-06-16,video_pause,17
42,2024-07-18,ad_view,98
42,2024-07-20,video_pause,40
42,2024-06-02,search,49
42,2024-07-03,video_start,73
42,2024-07-17,ad_view,56
43,2024-05-07,video_start,103
43,2024-07-21,profile_view,5
43,2024-06-05,video_start,102
43,2024-05-27,video_complete,117
43,2024-06-08,profile_view,1
43,2024-05-10,video_pause,112
43,2024-05-29,search,96
43,2024-05-31,video_pause,102
43,2024-07-07,search,52
43,2024-07-02,video_start,119
43,2024-06-14,video_pause,34
43,2024-06-04,search,113
43,2024-05-03,video_pause,32
43,2024-07-14,video_complete,115
43,2024-06-20,video_start,79
43,2024-06-25,search,110
43,2024-06-04,search,82
43,2024-05-18,search,18
43,2024-05-07,video_pause,96
43,2024-05-27,search,119
43,2024-06-08,profile_view,74
43,2024-05-09,video_start,77
43,2024-05-20,profile_view,106
43,2024-06-14,search,57
43,2024-07-20,video_complete,103
43,2024-07-04,video_pause,95
43,2024-05-06,video_complete,11
43,2024-06-15,video_pause,93
43,2024-07-23,video_complete,72
43,2024-06-01,video_start,87
43,2024-07-03,search,44
43,2024-06-10,profile_view,18
43,2024-05-12,video_complete,50
43,2024-05-24,search,34
43,2024-05-28,profile_view,48
43,2024-06-20,search,83
43,2024-07-05,video_pause,37
43,2024-06-20,video_start,58
43,2024-07-11,profile_view,100
43,2024-05-03,search,107
43,2024-06-13,video_start,86
43,2024-07-12,profile_view,13
43,2024-07-17,profile_view,9
43,2024-06-28,search,48
43,2024-06-17,video_start,20
43,2024-07-13,video_pause,39
44,2024-07-13,video_pause,44
44,2024-07-07,video_start,55
44,2024-07-11,video_pause,67
44,2024-07-09,ad_view,85
45,2024-07-21,ad_view,57
45,2024-07-20,search,45
45,2024-07-18,ad_view,75
45,2024-07-07,search,3
45,2024-07-17,ad_view,39
45,2024-07-25,ad_view,84
45,2024-07-12,ad_view,29
45,2024-07-19,search,85
45,2024-07-21,video_start,44
45,2024-07-19,video_pause,19
45,2024-07-06,ad_view,99
45,2024-07-25,video_start,63
45,2024-07-18,video_pause,39
45,2024-07-09,ad_view,27
45,2024-07-17,search,60
45,2024-07-09,video_start,85
45,2024-07-07,video_start,16
45,2024-07-16,ad_view,60
45,2024-07-20,video_pause,99
46,2024-07-19,video_pause,31
46,2024-03-02,video_pause,89
46,2024-06-29,search,18
46,2024-03-28,video_pause,47
46,2024-06-11,profile_view,44
46,2024-05-25,video_pause,14
46,2024-04-10,video_pause,35
46,2024-07-24,search,40
46,2024-03-08,search,69
46,2024-05-07,video_pause,60
46,2024-04-07,profile_view,86
46,2024-05-03,video_complete,31
46,2024-03-21,profile_view,47
46,2024-05-18,video_pause,71
46,2024-02-17,profile_view,101
46,2024-05-11,search,96
46,2024-07-15,video_pause,107
46,2024-06-16,video_pause,119
46,2024-06-20,video_start,84
46,2024-05-27,search,6
46,2024-03-23,profile_view,99
46,2024-04-20,video_start,100
46,2024-04-02,search,22
47,2024-06-26,ad_view,57
47,2024-06-13,ad_view,3
47,2024-07-12,video_start,33
47,2024-07-08,search,82
47,2024-06-19,ad_view,94
47,2024-07-14,search,93
47,2024-06-28,ad_view,16
47,2024-07-18,ad_view,92
48,2024-06-06,video_pause,6
48,2024-05-10,video_complete,64
48,2024-01-11,video_pause,92
48,2024-03-12,video_start,16
48,2024-04-11,video_start,25
48,2024-06-25,search,13
48,2023-08-28,video_start,59
48,2024-02-13,profile_view,87
48,2023-09-03,video_start,98
48,2023-10-11,search,96
48,2023-09-06,search,59
48,2024-06-07,video_pause,74
48,2023-09-05,search,70
48,2024-03-27,profile_view,23
48,2024-05-15,video_pause,41
48,2023-10-08,search,116
48,2023-11-06,video_start,96
48,2024-02-21,profile_view,104
48,2023-12-18,profile_view,99
48,2024-06-13,search,57
48,2024-03-11,video_complete,46
48,2023-11-28,search,63
48,2023-12-19,video_pause,113
48,2024-02-17,profile_view,77
48,2024-03-14,video_start,63
49,2024-07-24,video_pause,18
49,2024-07-25,video_pause,35
50,2024-07-21,video_pause,30
50,2024-04-27,ad_view,105
50,2023-05-07,video_pause,79
51,2023-04-18,ad_view,25
52,2024-07-18,search,117
52,2024-06-29,video_complete,64
52,2024-07-20,video_pause,79
52,2024-06-24,search,52
52,2024-07-23,video_complete,41
52,2024-07-10,profile_view,53
52,2024-07-08,video_start,89
52,2024-06-27,profile_view,3
53,2024-07-14,video_start,86
53,2023-09-03,search,87
53,2023-12-02,ad_view,100
53,2024-06-24,search,108
53,2024-02-10,video_pause,50
53,2023-08-20,video_pause,109
53,2024-01-30,video_pause,86
54,2024-05-29,search,104
54,2024-07-13,video_pause,91
54,2024-05-07,video_complete,114
54,2024-07-02,profile_view,50
54,2024-06-22,profile_view,14
54,2024-05-10,video_complete,87
54,2024-05-15,video_complete,102
54,2024-05-20,video_start,34
54,2024-07-18,video_complete,42
54,2024-05-19,search,11
54,2024-05-12,profile_view,63
54,2024-07-20,profile_view,73
54,2024-05-17,video_pause,104
54,2024-07-17,video_pause,51
54,2024-06-08,search,34
54,2024-07-18,video_pause,49
54,2024-06-15,video_complete,24
54,2024-06-15,video_pause,36
54,2024-06-04,video_start,15
54,2024-07-04,video_start,103
54,2024-07-06,video_pause,11
54,2024-05-26,search,118
54,2024-06-25,video_complete,66
54,2024-05-01,video_pause,19
54,2024-05-06,video_complete,71
54,2024-07-20,profile_view,13
54,2024-07-13,video_complete,57
54,2024-06-22,profile_view,39
54,2024-05-11,profile_view,100
54,2024-06-03,search,11
54,2024-06-01,search,86
55,2023-10-06,video_start,10
55,2023-11-24,profile_view,32
55,2023-10-23,video_complete,42
55,2023-11-27,video_start,116
55,2023-09-01,video_start,24
55,2024-02-25,video_complete,70
55,2023-10-28,search,2
55,2023-10-22,video_start,66
55,2024-03-16,search,118
55,2023-12-10,search,117
55,2024-03-17,video_start,94
55,2024-05-02,video_start,54
55,2024-06-16,search,56
56,2024-05-16,video_pause,100
56,2024-04-26,search,19
56,2024-07-05,ad_view,1
56,2024-04-30,search,84
57,2023-05-03,search,24
57,2023-06-01,search,19
57,2023-04-08,ad_view,70
57,2024-04-04,video_start,85
57,2023-12-28,video_start,65
57,2024-03-30,video_pause,6
57,2023-10-14,video_pause,50
57,2023-12-26,ad_view,102
57,2024-04-10,ad_view,79
57,2024-05-09,search,39
57,2023-06-16,video_start,52
57,2023-04-03,ad_view,92
57,2023-10-19,video_start,50
57,2023-11-08,video_start,73
57,2024-07-07,video_start,30
57,2023-12-27,video_pause,44
58,2024-03-17,profile_view,58
58,2024-03-01,video_start,71
58,2024-03-05,video_pause,72
58,2024-07-12,video_start,25
58,2024-05-28,profile_view,19
58,2024-07-14,search,60
58,2024-02-19,search,36
58,2024-04-01,video_start,43
58,2024-04-20,video_start,77
58,2024-04-20,search,94
58,2024-03-23,video_pause,22
58,2024-05-29,video_start,18
58,2024-04-01,video_start,55
58,2024-07-12,video_start,71
58,2024-06-26,search,47
58,2024-04-27,profile_view,2
58,2024-03-24,profile_view,30
58,2024-04-07,video_pause,70
58,2024-04-16,profile_view,106
58,2024-05-03,video_complete,88
58,2024-07-25,video_start,1
58,2024-05-31,video_pause,58
58,2024-04-18,video_pause,109
58,2024-03-09,search,40
58,2024-05-13,video_pause,49
58,2024-07-12,video_complete,99
58,2024-05-15,video_start,4
58,2024-03-29,video_start,39
58,2024-02-29,video_start,20
58,2024-07-05,video_complete,25
58,2024-03-10,profile_view,43
58,2024-05-21,profile_view,82
58,2024-07-15,search,73
58,2024-07-14,video_start,120
58,2024-04-13,video_pause,104
58,2024-07-20,search,13
58,2024-06-22,search,11
58,2024-06-20,video_start,25
58,2024-02-25,video_pause,53
58,2024-06-24,search,117
58,2024-03-02,profile_view,39
58,2024-03-06,video_complete,33
58,2024-05-24,video_start,43
58,2024-03-11,search,33
58,2024-07-04,video_complete,98
58,2024-07-08,profile_view,42
58,2024-04-10,video_complete,58
59,2024-06-24,ad_view,15
59,2024-06-23,search,98
59,2024-04-05,search,60
59,2024-04-22,video_start,2
59,2024-03-28,ad_view,29
59,2024-02-17,ad_view,84
59,2024-07-08,search,87
59,2024-01-09,video_start,82
59,2024-05-10,video_pause,6
59,2024-01-06,video_pause,23
59,2024-01-25,search,96
59,2024-04-30,ad_view,117
59,2024-05-24,ad_view,112
60,2024-04-18,video_start,39
60,2024-06-12,video_pause,115
60,2024-06-11,video_start,76
60,2024-05-12,search,93
60,2024-07-15,video_complete,108
60,2024-04-18,profile_view,12
60,2024-05-18,search,3
60,2024-07-22,video_pause,109
60,2024-05-11,video_complete,62
60,2024-04-10,search,77
60,2024-07-12,profile_view,115
60,2024-05-20,profile_view,92
60,2024-05-12,search,53
60,2024-07-19,video_start,14
60,2024-04-17,video_start,62
60,2024-06-16,search,51
60,2024-05-13,search,47
60,2024-05-11,video_pause,54
60,2024-05-17,search,20
60,2024-06-08,profile_view,102
60,2024-06-01,video_complete,22
60,2024-05-23,profile_view,27
60,2024-05-11,profile_view,44
60,2024-05-08,video_start,98
60,2024-04-30,profile_view,2
60,2024-06-20,profile_view,34
61,2024-07-09,ad_view,95
61,2024-05-13,video_start,108
61,2024-05-22,search,93
